Population	Pedigree	Sample	field_id	date	stream	location	run	sex	meps	fl	origin	lat	lon	reach_id	Basin	StreamName	DownUTME	DownUTMN
NESR	OtsAC20CEDC	OtsAC20CEDC_0051	1121	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	595	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0052	1122	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	640	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0053	1123	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	620	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0054	1124	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	690	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0055	1125	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	755	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0056	1126	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	730	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0057	1127	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	765	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0058	1128	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	690	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0059	1129	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	730	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0060	1130	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	465	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0061	1131	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	725	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0062	1132	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	685	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0063	1133	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	655	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0064	1134	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	700	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0065	1135	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	735	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0066	1136	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	705	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0067	1137	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	690	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0068	1138	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	630	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0069	1139	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	450	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0070	1140	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	510	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0071	1141	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	600	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0072	1142	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	610	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0073	1143	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	580	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0074	1144	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	740	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0075	1145	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	620	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0076	1146	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	460	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0077	1147	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	815	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0078	1148	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	780	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0079	1149	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	815	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0080	1150	9/10/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	670	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0001	1151	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	690	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0002	1152	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	770	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0003	1153	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	735	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0004	1154	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	780	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0005	1155	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	765	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0006	1156	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	700	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0007	1157	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	730	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0008	1158	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	805	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0009	1159	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	795	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0010	1160	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	750	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0011	1161	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	670	NOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0012	1162	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	790	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0013	1163	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	765	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0014	1164	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	660	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0015	1165	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	740	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0016	1166	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	680	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0017	1167	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	725	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0018	1168	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	740	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0019	1169	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	710	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0020	1170	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	650	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0021	1171	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	815	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0022	1172	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	770	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0023	1173	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	875	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0024	1174	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	850	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0025	1175	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	740	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0026	1176	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	765	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0027	1177	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	710	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0028	1178	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	560	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0029	1179	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	600	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0030	1180	9/1/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	760	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0031	A	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	670	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0032	B	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	750	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0033	C	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	760	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0034	D	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	630	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0035	E	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	640	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0036	F	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	730	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0037	G	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	790	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0038	H	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	685	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0039	I	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	750	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0040	J	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	780	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0041	K	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	725	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0042	L	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	855	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0043	M	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	F	NA	755	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0044	N	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	840	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0045	O	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	865	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0046	P	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	670	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0047	Q	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	635	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0048	R	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	750	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0049	S	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	590	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
NESR	OtsAC20CEDC	OtsAC20CEDC_0050	T	9/9/20	Cedar Creek	Cedar Creek Hatchery	Spring	M	NA	625	HOR	45.212638	-123.84823	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0001	11	11/30/20	Coos River	Tioga Cr	Fall	M	750	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0002	12	11/30/20	Coos River	Tioga Cr	Fall	F	695	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0003	13	11/30/20	Coos River	Tioga Cr	Fall	M	590	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0004	14	11/30/20	Coos River	Tioga Cr	Fall	F	640	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0005	15	11/30/20	Coos River	Tioga Cr	Fall	M	650	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0006	16	11/30/20	Coos River	Tioga Cr	Fall	M	630	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0007	17	11/30/20	Coos River	Tioga Cr	Fall	M	680	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0008	18	11/30/20	Coos River	Tioga Cr	Fall	M	685	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0009	19	11/30/20	Coos River	Tioga Cr	Fall	M	725	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0010	20	11/30/20	Coos River	Tioga Cr	Fall	M	645	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0011	21	12/3/20	Coos River	Tioga Cr	Fall	F	685	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0012	22	12/3/20	Coos River	Tioga Cr	Fall	M	650	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0013	23	12/3/20	Coos River	Tioga Cr	Fall	M	780	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0014	24	12/3/20	Coos River	Tioga Cr	Fall	M	725	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0015	25	12/3/20	Coos River	Tioga Cr	Fall	F	715	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0016	26	12/3/20	Coos River	Tioga Cr	Fall	M	730	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0017	27	12/3/20	Coos River	Tioga Cr	Fall	M	805	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0018	28	12/3/20	Coos River	Tioga Cr	Fall	F	685	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0019	29	12/3/20	Coos River	Tioga Cr	Fall	F	735	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0020	30	12/3/20	Coos River	Tioga Cr	Fall	F	680	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0021	31	12/3/20	Coos River	Tioga Cr	Fall	F	685	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0022	32	12/3/20	Coos River	Tioga Cr	Fall	F	670	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COOR	OtsCC20COOR	OtsCC20COOR_0023	33	12/3/20	Coos River	Tioga Cr	Fall	F	590	NA	NOR	43.317484	-123.810041	NA	NA	NA	NA	NA
COQR	OtsCC20COQR	OtsCC20COQR_0001	1	11/30/20	Coquille River	North Fork Coquille (West LaVerne)	Fall	F	680	NA	NOR	43.258474	-124.037615	NA	NA	NA	NA	NA
COQR	OtsCC20COQR	OtsCC20COQR_0002	2	11/30/20	Coquille River	North Fork Coquille (West LaVerne)	Fall	M	NA	NA	NOR	43.258474	-124.037615	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0009	UMPR_0409	10/1/20	N. Umpqua River	BOULDER TO COPELAND	Spring	F	780	NA	NOR	43.296621	-122.53626	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0010	UMPR_0410	10/1/20	N. Umpqua River	BOULDER TO COPELAND	Spring	F	665	NA	NOR	43.296621	-122.53626	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0012	UMPR_0412	10/1/20	N. Umpqua River	BOULDER TO COPELAND	Spring	F	890	NA	NOR	43.296621	-122.53626	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0013	UMPR_0413	10/1/20	N. Umpqua River	BOULDER TO COPELAND	Spring	M	870	NA	NOR	43.296621	-122.53626	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0016	UMPR_0416	10/1/20	N. Umpqua River	BOULDER TO COPELAND	Spring	M	1015	NA	NOR	43.296621	-122.53626	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0031	UMPR_0431	10/8/20	N. Umpqua River	BOULDER TO COPELAND	Spring	F	845	NA	NOR	43.296621	-122.53626	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0033	UMPR_0433	10/8/20	N. Umpqua River	BOULDER TO COPELAND	Spring	F	820	NA	NOR	43.296621	-122.53626	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0024	UMPR_0424	10/7/20	N. Umpqua River	FULL FLOW REACH	Spring	F	880	NA	NOR	43.285221	-122.468734	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0025	UMPR_0425	10/7/20	N. Umpqua River	FULL FLOW REACH	Spring	F	805	NA	NOR	43.285221	-122.468734	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0026	UMPR_0426	10/7/20	N. Umpqua River	FULL FLOW REACH	Spring	F	880	NA	NOR	43.285221	-122.468734	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0027	UMPR_0427	10/7/20	N. Umpqua River	FULL FLOW REACH	Spring	F	790	NA	NOR	43.285221	-122.468734	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0028	UMPR_0428	10/7/20	N. Umpqua River	FULL FLOW REACH	Spring	F	900	NA	NOR	43.285221	-122.468734	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0029	UMPR_0429	10/7/20	N. Umpqua River	FULL FLOW REACH	Spring	F	830	NA	NOR	43.285221	-122.468734	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0030	UMPR_0430	10/7/20	N. Umpqua River	FULL FLOW REACH	Spring	F	860	NA	NOR	43.285221	-122.468734	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0001	UMPR_0401	9/28/20	N. Umpqua River	Lower Fish Creek	Spring	M	870	NA	NOR	43.279756	-122.473876	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0002	UMPR_0402	10/6/20	N. Umpqua River	Lower Fish Creek	Spring	F	760	NA	NOR	43.279756	-122.473876	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0003	UMPR_0403	10/6/20	N. Umpqua River	Lower Fish Creek	Spring	M	830	NA	NOR	43.279756	-122.473876	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0004	UMPR_0404	10/6/20	N. Umpqua River	Lower Fish Creek	Spring	M	925	NA	NOR	43.279756	-122.473876	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0005	UMPR_0405	10/6/20	N. Umpqua River	Lower Fish Creek	Spring	M	365	NA	NOR	43.279756	-122.473876	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0006	UMPR_0406	10/6/20	N. Umpqua River	Lower Fish Creek	Spring	F	875	NA	NOR	43.279756	-122.473876	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0017	UMPR_0417	10/6/20	N. Umpqua River	Lower Fish Creek	Spring	F	785	NA	NOR	43.279756	-122.473876	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0018	UMPR_0418	10/6/20	N. Umpqua River	Lower Fish Creek	Spring	F	815	NA	NOR	43.279756	-122.473876	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0019	UMPR_0419	10/6/20	N. Umpqua River	Lower Fish Creek	Spring	F	725	NA	NOR	43.279756	-122.473876	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0020	UMPR_0420	10/6/20	N. Umpqua River	Lower Fish Creek	Spring	F	745	NA	NOR	43.279756	-122.473876	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0021	UMPR_0421	10/6/20	N. Umpqua River	Lower Fish Creek	Spring	F	870	NA	NOR	43.279756	-122.473876	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0022	UMPR_0422	10/7/20	N. Umpqua River	SLIDE CR BYPASS REACH	Spring	F	750	NA	NOR	43.277594	-122.452786	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0023	UMPR_0423	10/7/20	N. Umpqua River	SLIDE CR BYPASS REACH	Spring	M	985	NA	NOR	43.277594	-122.452786	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0008	UMPR_0408	10/1/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	745	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0011	UMPR_0411	10/1/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	800	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0014	UMPR_0414	10/1/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	M	770	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0015	UMPR_0415	10/1/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	785	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0032	UMPR_0432	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	820	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0034	UMPR_0434	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	F	700	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
NUMP	OtsCC20NUMP	OtsCC20NUMP_0035	UMPR_0435	10/8/20	N. Umpqua River	SODA SPRINGS TO BOULDER CR	Spring	M	910	NA	NOR	43.305085	-122.517892	NA	NA	NA	NA	NA
