Population	Pedigree	Sample	field_id	date	stream	location	run	sex	meps	fl	origin	lat	lon	reach_id	Basin	StreamName	DownUTME	DownUTMN
SIUR	OtsCC20SIUR	OtsCC20SIUR_0029	453	11/29/20	Siuslaw	Rogers Cr	Fall	F	650	NA	NOR	44.157884	-123.87835	24135.30 Seg 1	Siuslaw River	Rogers Cr	428938	4890188
SIUR	OtsCC20SIUR	OtsCC20SIUR_0030	454	11/29/20	Siuslaw	Rogers Cr	Fall	M	740	NA	NOR	44.157884	-123.87835	24135.30 Seg 1	Siuslaw River	Rogers Cr	428938	4890188
SIUR	OtsCC20SIUR	OtsCC20SIUR_0001	190	11/21/20	Siuslaw	"Siuslaw R, N Fk"	Fall	F	630	NA	NOR	44.06844	-123.96074	24026.00 Seg 1	Siuslaw River	"Siuslaw R, N Fk"	423062	4879923
SIUR	OtsCC20SIUR	OtsCC20SIUR_0034	458	12/2/20	Siuslaw	"Siuslaw R, N Fk"	Fall	M	770	NA	NOR	44.06844	-123.96074	24026.00 Seg 1	Siuslaw River	"Siuslaw R, N Fk"	423062	4879923
SIUR	OtsCC20SIUR	OtsCC20SIUR_0035	459	12/2/20	Siuslaw	"Siuslaw R, N Fk"	Fall	F	640	NA	NOR	44.06844	-123.96074	24026.00 Seg 1	Siuslaw River	"Siuslaw R, N Fk"	423062	4879923
SIUR	OtsCC20SIUR	OtsCC20SIUR_0002	376	11/20/20	Siuslaw	Whittaker Cr (Lower)	Fall	M	680	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0004	378	11/20/20	Siuslaw	Whittaker Cr (Lower)	Fall	M	455	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0007	381	11/24/20	Siuslaw	Whittaker Cr (Lower)	Fall	M	NA	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0011	385	11/24/20	Siuslaw	Whittaker Cr (Lower)	Fall	M	NA	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0012	386	11/24/20	Siuslaw	Whittaker Cr (Lower)	Fall	M	NA	NA	HOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0013	387	11/24/20	Siuslaw	Whittaker Cr (Lower)	Fall	M	NA	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0014	388	11/24/20	Siuslaw	Whittaker Cr (Lower)	Fall	M	NA	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0015	389	11/24/20	Siuslaw	Whittaker Cr (Lower)	Fall	M	NA	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0016	390	11/24/20	Siuslaw	Whittaker Cr (Lower)	Fall	M	NA	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0019	393	12/1/20	Siuslaw	Whittaker Cr (Lower)	Fall	F	669	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0020	394	12/1/20	Siuslaw	Whittaker Cr (Lower)	Fall	M	649	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0021	395	12/1/20	Siuslaw	Whittaker Cr (Lower)	Fall	M	680	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0024	398	12/1/20	Siuslaw	Whittaker Cr (Lower)	Fall	F	635	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0025	399	12/1/20	Siuslaw	Whittaker Cr (Lower)	Fall	F	675	NA	NOR	43.986006	-123.66426	24301.00 Seg 2	Siuslaw River	Whittaker Cr (Lower)	446731	4870533
SIUR	OtsCC20SIUR	OtsCC20SIUR_0003	377	11/20/20	Siuslaw	Whittaker Cr (Upper)	Fall	M	575	NA	NOR	43.964768	-123.674694	24303.00 Seg 2	Siuslaw River	Whittaker Cr (Upper)	445875	4868181
SIUR	OtsCC20SIUR	OtsCC20SIUR_0010	384	11/24/20	Siuslaw	Whittaker Cr (Upper)	Fall	M	620	NA	NOR	43.964768	-123.674694	24303.00 Seg 2	Siuslaw River	Whittaker Cr (Upper)	445875	4868181
SIUR	OtsCC20SIUR	OtsCC20SIUR_0031	455	12/1/20	Siuslaw	Whittaker Cr (Upper)	Fall	M	680	NA	NOR	43.964768	-123.674694	24303.00 Seg 2	Siuslaw River	Whittaker Cr (Upper)	445875	4868181
SIUR	OtsCC20SIUR	OtsCC20SIUR_0032	456	12/1/20	Siuslaw	Whittaker Cr (Upper)	Fall	F	650	NA	NOR	43.964768	-123.674694	24303.00 Seg 2	Siuslaw River	Whittaker Cr (Upper)	445875	4868181
SIUR	OtsCC20SIUR	OtsCC20SIUR_0033	457	12/1/20	Siuslaw	Whittaker Cr (Upper)	Fall	M	710	NA	NOR	43.964768	-123.674694	24303.00 Seg 2	Siuslaw River	Whittaker Cr (Upper)	445875	4868181
SIXR	OtsCC20SIXR	OtsCC20SIXR_0002	245	12/28/20	Sixes	Dry Cr (Lower)	Fall	M	570	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0003	246	12/28/20	Sixes	Dry Cr (Lower)	Fall	F	715	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0004	247	12/28/20	Sixes	Dry Cr (Lower)	Fall	F	700	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0005	248	12/28/20	Sixes	Dry Cr (Lower)	Fall	M	780	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0007	250	12/28/20	Sixes	Dry Cr (Lower)	Fall	F	680	NA	HOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0008	251	12/28/20	Sixes	Dry Cr (Lower)	Fall	M	770	NA	HOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0009	252	12/28/20	Sixes	Dry Cr (Lower)	Fall	M	740	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0010	253	12/28/20	Sixes	Dry Cr (Lower)	Fall	M	750	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0011	254	12/28/20	Sixes	Dry Cr (Lower)	Fall	M	570	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0012	255	12/28/20	Sixes	Dry Cr (Lower)	Fall	F	690	NA	HOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0024	293	12/19/20	Sixes	Dry Cr (Lower)	Fall	F	700	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0025	294	12/19/20	Sixes	Dry Cr (Lower)	Fall	M	460	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0027	297	12/14/20	Sixes	Dry Cr (Lower)	Fall	M	700	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0028	298	12/14/20	Sixes	Dry Cr (Lower)	Fall	M	725	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0029	307	12/14/20	Sixes	Dry Cr (Lower)	Fall	F	705	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0030	313	12/14/20	Sixes	Dry Cr (Lower)	Fall	F	610	NA	NOR	42.805865	-124.405746	21542.00 Seg 1	Sixes River	Dry Cr (Lower)	385059	4740215
SIXR	OtsCC20SIXR	OtsCC20SIXR_0023	292	12/19/20	Sixes	Dry Cr (Upper)	Fall	F	725	NA	NOR	42.784898	-124.411824	21542.00 Seg 2	Sixes River	Dry Cr (Upper)	384523	4737895
SIXR	OtsCC20SIXR	OtsCC20SIXR_0026	295	12/19/20	Sixes	Dry Cr (Upper)	Fall	F	695	NA	NOR	42.784898	-124.411824	21542.00 Seg 2	Sixes River	Dry Cr (Upper)	384523	4737895
SIXR	OtsCC20SIXR	OtsCC20SIXR_0001	244	11/24/20	Sixes	Edson Cr (Lower)	Fall	M	365	NA	NOR	42.814987	-124.412289	21540.00 Seg 1	Sixes River	Edson Cr (Lower)	384541	4741237
SIXR	OtsCC20SIXR	OtsCC20SIXR_0013	266	12/1/20	Sixes	Edson Cr (Lower)	Fall	F	720	NA	NOR	42.814987	-124.412289	21540.00 Seg 1	Sixes River	Edson Cr (Lower)	384541	4741237
SIXR	OtsCC20SIXR	OtsCC20SIXR_0014	272	12/9/20	Sixes	Edson Cr (Lower)	Fall	M	510	NA	NOR	42.814987	-124.412289	21540.00 Seg 1	Sixes River	Edson Cr (Lower)	384541	4741237
SIXR	OtsCC20SIXR	OtsCC20SIXR_0016	277	12/9/20	Sixes	Edson Cr (Lower)	Fall	F	645	NA	NOR	42.814987	-124.412289	21540.00 Seg 1	Sixes River	Edson Cr (Lower)	384541	4741237
SIXR	OtsCC20SIXR	OtsCC20SIXR_0017	284	12/16/20	Sixes	Edson Cr (Lower)	Fall	M	485	NA	NOR	42.814987	-124.412289	21540.00 Seg 1	Sixes River	Edson Cr (Lower)	384541	4741237
SIXR	OtsCC20SIXR	OtsCC20SIXR_0018	285	12/9/20	Sixes	Edson Cr (Lower)	Fall	M	710	NA	NOR	42.814987	-124.412289	21540.00 Seg 1	Sixes River	Edson Cr (Lower)	384541	4741237
SIXR	OtsCC20SIXR	OtsCC20SIXR_0019	286	12/30/20	Sixes	Edson Cr (Lower)	Fall	M	710	NA	NOR	42.814987	-124.412289	21540.00 Seg 1	Sixes River	Edson Cr (Lower)	384541	4741237
SIXR	OtsCC20SIXR	OtsCC20SIXR_0020	287	12/16/20	Sixes	Edson Cr (Lower)	Fall	F	650	NA	NA	42.814987	-124.412289	21540.00 Seg 1	Sixes River	Edson Cr (Lower)	384541	4741237
SIXR	OtsCC20SIXR	OtsCC20SIXR_0021	289	12/30/20	Sixes	Edson Cr (Lower)	Fall	F	725	NA	NOR	42.814987	-124.412289	21540.00 Seg 1	Sixes River	Edson Cr (Lower)	384541	4741237
SIXR	OtsCC20SIXR	OtsCC20SIXR_0022	291	12/30/20	Sixes	Edson Cr (Upper)	Fall	F	655	NA	NOR	42.820059	-124.398936	21540.00 Seg 2	Sixes River	Edson Cr (Upper)	385642	4741782
SIXR	OtsCC20SIXR	OtsCC20SIXR_0006	249	12/29/20	Sixes	North Fork Sixes R	Fall	M	700	NA	NOR	42.838511	-124.191969	21556.00 Seg 1	Sixes River	North Fork Sixes R	402590	4743571
SIXR	OtsCC20SIXR	OtsCC20SIXR_0015	276	12/8/20	Sixes	North Fork Sixes R	Fall	M	765	NA	NOR	42.838511	-124.191969	21556.00 Seg 1	Sixes River	North Fork Sixes R	402590	4743571
TRAR	OtsCC20TRAR	OtsCC20TRAR_0005	1	11/24/20	Trask River	Clear Cr. (N Fk Trask)	Fall	M	760	NA	NOR	45.467714	-123.486501	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0006	2	11/24/20	Trask River	Clear Cr. (N Fk Trask)	Fall	F	685	NA	NOR	45.467714	-123.486501	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0007	3	11/24/20	Trask River	Clear Cr. (N Fk Trask)	Fall	M	710	NA	NOR	45.467714	-123.486501	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0008	4	11/24/20	Trask River	Clear Cr. (N Fk Trask)	Fall	F	840	NA	NOR	45.467714	-123.486501	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0009	5	11/24/20	Trask River	N Fk Trask	Fall	F	710	NA	NOR	45.439813	-123.610868	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0010	6	11/24/20	Trask River	N Fk Trask	Fall	M	610	NA	NOR	45.439813	-123.610868	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0011	7	11/24/20	Trask River	N Fk Trask	Fall	M	810	NA	NOR	45.439813	-123.610868	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0013	1031	9/22/20	Trask River	N Fk Trask	Spring	F	680	NA	NOR	45.439813	-123.610868	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0014	1032	9/22/20	Trask River	N Fk Trask	Spring	F	720	NA	NOR	45.439813	-123.610868	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0015	1033	9/22/20	Trask River	N Fk Trask	Spring	M	405	NA	NOR	45.439813	-123.610868	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0012	1041	9/22/20	Trask River	N Fk Trask	Spring	M	760	NA	NOR	45.439813	-123.610868	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0016	1042	9/23/20	Trask River	N Fk Trask	Spring	F	705	NA	NOR	45.439813	-123.610868	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0001	8	11/23/20	Trask River	South Fk Trask	Fall	F	NA	875	NOR	45.43836	-123.611592	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0002	9	11/23/20	Trask River	South Fk Trask	Fall	M	NA	785	NOR	45.43836	-123.611592	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0003	10	11/23/20	Trask River	South Fk Trask	Fall	M	NA	1025	NOR	45.43836	-123.611592	NA	NA	NA	NA	NA
TRAR	OtsCC20TRAR	OtsCC20TRAR_0004	11	11/23/20	Trask River	South Fk Trask	Fall	M	NA	885	NOR	45.43836	-123.611592	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1061	100	12/22/20	Trask River	Trask River Hatchery	Fall	M	NA	880	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1062	101	12/22/20	Trask River	Trask River Hatchery	Fall	M	NA	820	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1063	102	12/22/20	Trask River	Trask River Hatchery	Fall	M	NA	785	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1064	103	12/22/20	Trask River	Trask River Hatchery	Fall	M	NA	795	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1065	104	12/22/20	Trask River	Trask River Hatchery	Fall	M	NA	820	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1066	105	12/22/20	Trask River	Trask River Hatchery	Fall	F	NA	710	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1067	106	12/22/20	Trask River	Trask River Hatchery	Fall	F	NA	770	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1068	107	12/24/20	Trask River	Trask River Hatchery	Fall	M	NA	835	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1069	108	12/24/20	Trask River	Trask River Hatchery	Fall	M	NA	910	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1070	109	12/24/20	Trask River	Trask River Hatchery	Fall	M	NA	790	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1071	110	12/24/20	Trask River	Trask River Hatchery	Fall	M	NA	805	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1072	111	12/24/20	Trask River	Trask River Hatchery	Fall	F	NA	885	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1073	112	12/24/20	Trask River	Trask River Hatchery	Fall	F	NA	830	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1074	113	12/24/20	Trask River	Trask River Hatchery	Fall	F	NA	750	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1001	1001	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	620	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1002	1002	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	695	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1003	1003	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	790	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1004	1004	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	720	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1005	1005	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	790	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1006	1006	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	675	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1007	1007	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	670	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1008	1008	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	740	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1009	1009	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	460	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1010	1010	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	640	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1011	1011	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	620	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1012	1012	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	860	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1013	1013	9/11/20	Trask River	Trask River Hatchery	Spring	F	NA	755	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1014	1014	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	840	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1015	1015	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	745	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1016	1016	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	670	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1017	1017	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	710	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1018	1018	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	470	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1019	1019	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	670	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1020	1020	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	765	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1021	1021	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	490	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1022	1022	9/11/20	Trask River	Trask River Hatchery	Spring	F	NA	720	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1023	1023	9/11/20	Trask River	Trask River Hatchery	Spring	F	NA	790	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1024	1024	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	770	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1025	1025	9/11/20	Trask River	Trask River Hatchery	Spring	F	NA	760	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1026	1026	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	735	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1027	1027	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	680	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1028	1028	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	660	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1029	1029	9/11/20	Trask River	Trask River Hatchery	Spring	F	NA	890	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1030	1030	9/11/20	Trask River	Trask River Hatchery	Spring	M	NA	490	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1031	1091	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	825	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1032	1092	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	805	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1033	1093	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	900	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1034	1094	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	875	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1035	1095	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	800	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1036	1096	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	800	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1037	1097	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	850	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1038	1098	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	850	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1039	1099	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	825	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1040	1100	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	850	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1041	1101	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	790	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1042	1102	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	850	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1043	1103	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	890	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1044	1104	11/10/20	Trask River	Trask River Hatchery	Fall	F	NA	795	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1045	1105	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	845	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1046	1106	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	725	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1047	1107	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	745	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
TRAR	OtsAC20TRAR	OtsAC20TRAR_1048	1108	11/10/20	Trask River	Trask River Hatchery	Fall	M	NA	755	HOR	45.433986	-123.725142	NA	NA	NA	NA	NA
